University Name,University ID,Database Name,Vendor Name,Subject Area,Product Description,Source URL
University of Cambridge,U0005,CHEMSAFE,,,"Free resources, registration required",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ChemSpider,,,ChemSpider is a free chemical structure database providing fast text and structure search access to over 67 million structures from hundreds of data sources.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ChemSpider SyntheticPages,,,Free database of practical procedures for research workers in synthetic chemistry,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chicago Defender (1909-2010),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chicago manual of style,,,"Recommendations on editorial style and publishing practices, 17th and 16th editions available",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chicago Tribune,,,This historical newspaper complete from 1845 to 1995.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Child Development & Adolescent Studies,,,Source for references to the current and historical literature related to growth and development of children through the age of 21.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Children's Literature and Childhood (Nineteenth Century Collections Online (NCCO)),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chile: Records of the U.S. Department of State;1930-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China Academic Journals Database 中国知网期刊库,,,"2 simultaneous users only. Full-text access to 4 collections only (Economics and Management; Education and Social Sciences; Literature, History and Philosophy; Economics, Politics and Law)",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"China and the Modern World, Hong Kong, Britain, and China Part I: 1841-1951 & Part II: 1965-1993",,,"This collection of British Colonial office correspondence relates to Hong Kong as a British colony between 1841 and 1951, and provides detailed information on the political, military, social, economic, and external development of Hong Kong.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China Digital Library 中华数字书苑,,,Access is on campus only,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China: Records of the U.S. Department of State;1930-1939: Part 1,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China: Records of the U.S. Department of State;1930-1939: Part 2,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China: Records of the U.S. Department of State;1940-1944,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,China: Records of the U.S. Department of State;1945-1949,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chinese Civil War and U.S.-China Relations: Records of the U.S. State Department's Office of Chinese Affairs;1945-1955,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chinese Maritime Customs Service Publications,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chinese Maritime Customs Service: The Customs' Gazette;1869-1913,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chinese Periodical Full-text Database (1911-1949)  民国时期期刊全文数据库,,,5 simultaneous users,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chinese Recorder and the Protestant Missionary Community in China;1867-1941,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Choral Public Domain Library (CPDL),,,"CPDL was founded in December 1998, ported to ChoralWiki in August 2005,and incorporated in May 2010 as a U.S.A. 501(c)(3) tax-exempt charitable organization.Here you will find free choral/vocal scores, texts, translations, and other useful information.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Chronicling America: Historic American newspapers,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Churchill Archive,,,"Access the full archive, as well as specially commissioned essays written by leading historians and curated groups of documents focussing on wide areas of study and research.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Ciberletras: Revista de crítica literaria y de cultura,,,E-journal on Latin American and Spanish literature,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cineteca di Bologna,,,"A photo archive, a library, and a film archive covering the entire history of the moving image",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CiNii Articles (English),,,"Citation Information by NII (CiNii) enables the user to search academic journals and research bulletins published by scholarly institutions in Japan. References from article bibliographies and citations to the article from other publications is also provided for many works. Coverage is strongest for the sciences, but some humanities and social sciences content is available. Part of the GeNii (part of GeNii (Global environment for networked intellectual information)) maintained by the National Institute of Informatics in Japan",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CiNii Articles (Japanese),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CiNii Books (English),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CiNii Books (Japanese),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Citas Latinoamericanas en Ciencias Sociales y Humanidades,,,Database of bibliographic information on social sciences and humanities in Latin America,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cite Them Right,,,"The essential referencing resource. This site will help you to reference just about any source, and understand how to avoid plagiarism.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CiteSeerX,,,CiteSeerX is an evolving scientific literature digital library and search engine that has focused primarily on the literature in computer and information science.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Alabama;1837-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Arkansas;1871-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Florida;1882-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Louisiana;1805-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Maryland;1752-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Mississippi;1860-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: North Carolina;1886-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Tennessee;1849-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: Virginia;1801-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,City and Business Directories: West Virginia;1839-1929,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Civil Rights and Social Activism in Alabama: The Papers of John LeFlore;1926-1976 and Records of the Non-Partisan Voters League;1956-1987,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Civil War in Words and Deeds,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Civil War Service Reports of Union Army Generals,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Clase Periodica (Index of Latin American Journals),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classic Arabic Texts Online,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classic Brazilian Cinema Online,,,"Online access to more than sixty Brazilian movie magazines, from the earliest ones published in the 1910s to later magazines covering the 1960s and early ‘70s.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classic Spring Oscar Wilde Collection,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classical Scores Library (Volumes 1 to 5),,,"A series of five volumes with a mission to provide a reliable and authoritative source for scores of the classical canon, as well as a resource for the discovery of lesser-known contemporary works.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classiques Garnier ebooks,,,Access to a selection of individually purchased titles.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Classiques Garnier Numerique,,,"Gateway to French literature and humanities databases (dictionaries, grammar…)",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Clean Air Act Amendments of 1990: Reduction of Acid Rain;Urban Air Pollution;and Environmental Policy,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Clergy of the Church of England database,,,"The Clergy of the Church of England Database 1540-1835 (CCEd), launched in 1999 and funded by the Arts and Humanities Research Council, makes available and searchable the principal records of clerical careers from over 50 archives in England and Wales with the aim of providing coverage of as many clerical lives as possible from the Reformation to the mid-nineteenth century.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cleveland Call & Post (1934-1991),,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Climate change and law collection,,,"This comprehensive collection of climate change and law documents contains original source, non-edited and non-redacted “grey literature” (non-peer reviewed) in English, centered on climate change and the law.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Clinical Knowledge Summaries (CKS),,,"CKS is only available in the UKThe NICE Clinical Knowledge Summary (CKS) site is only available to users in the UK, Crown Dependencies and British Overseas Territories",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,ClinicalKey Student,,,"250+ medical textbook titles published by Elsevier.Users are required to create a personal profile to access content on the site. A personal profile also enables users to use Bookshelf (with highlighting, note-making, and bookmarking functionality), share notes/highlighting, and export notes to OneNote.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cochrane Library,,,"A collection of six databases that contain different types of high-quality, independent evidence to inform healthcare decision-making, and a seventh database that provides information about Cochrane groups",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Codices Vossiani Latini Online,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cold Spring Harbor Protocols,,,"A definitive, interactive source of new and classic research techniques. The database is fully searchable by keyword and subject, and it has many novel features—such as discussion forums and personal folders—made possible by online publication. Its coverage includes cell and molecular biology, genetics, bioinformatics, protein science, and imaging. Protocols will be continuously expanded, updated, and annotated by the originators and users of the techniques.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Cold War: Global Perspectives on East-West Tensions, 1945-1991",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cold War: Voices of Confrontation and Conciliation,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Coleccion Revolucion;1910-1921,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Colombia: Records of the U.S. Department of State;1960-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Colonial Africa in Official Statistics, 1821-1953",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Colonial Law in Africa, 1808-1919",,,"Originally known as the 'Government Gazettes', each item contains the colonial laws for the year they were published. Includes 159 documents housed in 10 volumes.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Columbia Gazetteer of the World,,,"A database of names, descriptions, and characteristics of over 165,000 places in the world. Users can search all the information --not just place-names -- and segment it.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Commentaries on World Trade Law Online,,,"Comprehensive, standard reference on WTO Law. The Commentaries explain provisions of WTO Agreements article by article.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Commercial and Trade Relations Between Tsarist Russia;the Soviet Union and the U.S.;1910-1963,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Compact Memory: German-Jewish Periodicals and Newspapers from the 18th to 20th centuries,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Compendex (Engineering Village),,,Engineering-focused database that provides comprehensive and trustworthy content to improve research outcomes and maximize the impact of your engineering research.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Complete dictionary of scientific biography,,,"Provides information on the professional lives of scientists, engineers, inventors and other figures of importance to the history of science, from classical antiquity to modern times.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Complete prose of T. S. Eliot,,,"The Complete Prose of T. S. Eliot gathers for the first time in one place the collected, uncollected, and unpublished prose of one of the most prolific writers of the twentieth century.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Comprehensive Coordination Chemistry II,,,Second ed of the 1987 handbook published by Elsevier ScienceDirect,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Compustat,,,Contact Judge Business School for username/password,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Concert Programmes database,,,"A database of collections of concert programmes held in European libraries, archives and museums: a resource for the history of musical life from the eighteenth century to the present day",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Conditions & Politics in Occupied Western Europe;1940-1945,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Confederate Newspapers: A Collection from Florida;Georgia;Tennessee;Virginia and Alabama,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Congress.gov,,,"Congress.gov features responsive design (which means it adapts to the device you are using), facets to refine your search results, member and legislation email alerts, status of legislation tracker, and member pages.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Congressional Publications: Congressional Record; Congressional Hearings and Unpublished Hearings; Congressional Research Digital Collection Reports,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Conrad Martens Sketchbooks I,,,"This sketchbook contains many of Martens' drawings and paintings from his time aboard the Beagle. They begin in January 1834, and the sketchbook remained in use after Martens' association with the Beagle had come to an end, during his voyage from South America via a number of Pacific Ocean islands to New Zealand and Australia.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Conrad Martens Sketchbooks III,,,"Sketches made by Martens during his passage from England to South America, mainly prior to his joining of the Beagle crew in November 1833. The first sketch made while Martens' was a member of the Beagle crew is [21v-22], just before their departure from Montevideo.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Construction Information Service (CIS),,,First time users need to register with their @cam.ac.uk email address and create an account.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Contemporary Composers Web Archive,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Core Historical Literature of Agriculture,,,"A core electronic collection of agricultural texts published between the early nineteenth century and the middle to late twentieth century. Full-text materials cover agricultural economics, agricultural engineering, animal science, crops and their protection, food science,forestry, human nutrition, rural sociology, and soil science.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cornell University Library Papers and Preprints,,,eCommons is a service of Cornell University Library that provides long-term access to a broad range of Cornell-related digital content of enduring value,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cornish National Music Archive,,,"The Cornish National Music Archive aims to collect together information about musical cultures in Cornwall and its diasporic communities – from step-dancing to brass bands, electronica to folk sessions, and Christmas carols to bagpipes. It is for everybody to use, to learn from, and to contribute to.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Corpus de la littérature médiévale des origines au 15e siècle,,,French medieval literature texts (full-text and searchable). Also accesible via Classiques Garnier Numerique,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Corpus des dictionnaires de l'Acadèmie française,,,French dictionaries (17-20th c.) Also accesible via Classiques Garnier Numerique,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Corpus Montaigne,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Correspondance complète de Rousseau,,,"Launched in September 2023 in partnership with the Voltaire Foundation, makesRalph Leigh’s masterly edition in 52 volumes of Rousseau’s correspondencein the original French-language available as an ebook collection for the first time.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Correspondance littéraire, philosophique et critique de Grimm et de Diderot",,,18th c. cultural newsletter,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Correspondence from German Concentration Camps and Prisons,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Council of Europe,,,"The Council of Europe acts as a human rights and parliamentary democracy watchdog, and promotes social cohesion, cultural identity, and educational and environmental issues.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Country Intelligence Reports on China (1941-1961),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Country Intelligence Reports on Japan (1941-1961),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Country Intelligence Reports on Korea (1941-1961),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Country Intelligence Reports on Russia (1941-1961),,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: California,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Illinois,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Indiana,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Michigan,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: New York,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Ohio,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Pennsylvania,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,County and Regional Histories & Atlases: Wisconsin,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CRC Handbook of Chemistry and Physics,,,"Contains tables of physical, chemical, and other scientific data, including: basic units and conversion factors; symbols and terminology; physical constants of organic compounds; properties of elements and inorganic compounds; thermochemistry, electrochemistry and kinetics; fluid properties; biochemistry, analytical chemistry, molecular structure, and spectroscopy; atomic, molecular, and optical physics; nuclear and particle physics; properties of solids; polymer properties; geophysics, astronomy, and acoustics; mathematical tables.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CREDO Reference,,,"A selection of handbooks (e.g. Blackwell Handbooks), companions and other reference works in Arts and Humanities subjects.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Criminal Justice Abstracts,,,"Provides comprehensive coverage of U.S. and international criminal justice literature including scholarly journals, books, dissertations, governmental and non-governmental studies and reports, unpublished papers, magazines, newsletters and other materials. In addition to criminal justice and criminology, topics covered include criminal law and procedure, corrections and prisons, police and policing, criminal investigation, forensic sciences and investigation, history of crime, substance abuse and addiction, and probation and parole.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Crisis in the Dominican Republic: Records of the U.S. State Department Central Files;February 1963-1966,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CRL Center for Research Libraries Foreign Doctoral Dissertations,,,"800,000 dissertations from universities outside the U.S. and Canada, only 20,000 of which are cataloged in the database. CRL continues to acquire about 5,000 titles per year from major universities.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cross Database searchtool,,,"Provides simultaneous searching of four databases: Library of Latin Texts (CLCLT); Monumenta Germaniae Historica (MGH); Aristoteles Latinus Database (ALD), and the Archive of Celtic-Latin Literature (ACLL).",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,CRSP : Center for Research in Security Prices,,,Contact Judge Business School for username/password,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Crystallography Journals Online,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cuartel General del Sur;1910-1925,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Culturethèque – The Digital Library of the Institut français,,,"Freely available books, videos, music and more from the Francophone world. Requires registration to access content.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Current Chemical Reactions (Web of Science),,,Listed under Editions in the drop down menu,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Current Contents Connect,,,"Select Current Contents Connect from the ""Select a database"" dropdown on the Web of Science platform",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Current digest of the Russian Press,,,"Founded in 1949, the Current Digest was first published as The Current Digest of the Soviet Press (1949-1991), followed by The Current Digest of the Post-Soviet Press (1992-2010), and now The Current Digest of the Russian Press. Each week the Current Digest presents a selection of Russian-language press materials, carefully translated into English. The translations are intended for use in teaching and research. They are therefore presented as documentary materials without elaboration or comment, and state the opinions and views of the original authors, not of the publisher of the journal.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Current protocols,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Cyprus Crisis in 1967,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Czechoslovakia from Liberation to Communist State;1945-63: Records of the U.S. State Department Classified Files,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dacheng Guzhidui Full Text Database  大成故纸堆,,,"Database dedicated to the collection of ancient literature resources, especially the collation and digital processing of ancient literature resources before 1949",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DagDok: guide to UN documentation,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,"Daily Mail Historical Archive, 1896-2016",,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DanteNet,,,Links to the Dante Society of America and the Princeton and Dartmouth Dante projects,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dario Fo Franca Rame Archive,,,"Personal archive of Italian actors, playwrights and politicalactivists, Franca Rame and Dario Fo (Nobel Prize)",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DART Europe E-theses Portal,,,European portal for finding electronic theses and dissertations. DART-Europe is a partnership of research libraries and library consortia who are working together to improve global access to European research theses.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Darwin Correspondence Project,,,"Darwin's correspondence provides us with an invaluable source of information, not only about his own intellectual development and social network, but about Victorian science and society in general. They provide a remarkably complete picture of the development of his thinking, throwing light on his early formative years and the years of the voyage of the Beagle, on the period which led up to the publication of The Origin of Species and the subsequent heated debates.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Data Citation Index,,,"Select Data Citation Index from the ""Select a database"" dropdown on the Web of Science platform",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Database of African Theses & Dissertations (DATAD),,,Database of African Theses and Dissertations (DATAD) was initiated to support efforts towards putting Africa's research output onto the mainstream of world knowledge. DATAD is therefore a programme to improve management and access to African scholarly work such as Theses and dissertations which represent a significant proportion of Africa’s research activity.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Database of Latin Dictionaries (DLD),,,"Provides access to a growing number of Latin dictionaries. The database will comprise three kinds of dictionaries:Dictionaries to assist translation from Latin into modern languages (English, French, German, and other)Dictionaries providing semantic and etymological explanations in Latin of Latin words. The Database of Latin Dictionaries is linked to the Library of Latin Texts (CLCLT), permitting to search on a word in a dictionary within the DLD and to identify actual occurrences of the word within its context in the CLCLT and vice versa.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,David Rumsey Map Collection,,,"Digitization of the collection began in 1996 and there are now over 105,000 items online, with new additions added regularly. The site is free and open to the public. Here viewers have access not only to high resolution images of maps that are extensively cataloged, but also to a variety of tools that allow to users to compare, analyze, and view items in new and experimental ways.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dawsonera,,,The Dawsonera platform closed on July 31st 2020. Our owned Dawsonera ebooks have been transferred to other platforms (mostly VLeBooks). Please check iDiscover for individual titles.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DBpia,,,"Full text database of Korean scholarly journals in humanities, social sciences and science. Searching is by title, author, keyword and journal title, and articles are provided in pdf format. Journals are organized into subject categories and coverage is from the first issue published",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - Berghahn Books,,,Permanent access to the 2025 collection. Temporary access to 2000-2013 backlist content until 31st July 2026.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - Boydell & Brewer,,,Permanent access to the 2025 collection. Temporary access to 2000-2013 backlist content until 31st July 2026.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - Edinburgh University Press,,,Permanent access to the 2025 collection. Temporary access to 2000-2013 backlist content until 31st July 2026.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - Stanford University Press,,,Permanent access to the 2022-24 collections.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - University of Chicago Press,,,"Access to full 2019 - 2025 ebook collections, plus selected titles.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online - University of Hawaiʻi Press,,,Permanent access to the 2025 collection. Temporary access to 2000-2013 backlist content until 31st July 2026.,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,De Gruyter Online,,,"Selected titles in Arts & Humanities, Social Sciences, Science, Technology & Medicine. All languages.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dead Sea Scrolls Library,,,"The Dead Sea Scrolls Electronic Library presents a complete Hebrew transcription and English translation of the Biblical texts, together with high-resolution images. The contents of this online publication is identical to that of the Dead Sea Scrolls Electronic Library Biblical Texts CD-ROM, published by Brill and Brigham Young University but its interface is adapted to Brill's online platform for reference works.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dean Gooderham Acheson Papers,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Decameron Web,,,A growing hypermedia archive of materials dedicated to Boccaccio's masterpiece,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Democracy in Turkey;1950-1959: Records of the U.S. State Department Classified Files,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Department of Mathematics at Princeton University Publications,,,"The Annals of Mathematics is published bimonthly by the Department of Mathematics at  Princeton University  with the cooperation of the Institute for Advanced Study. Founded in 1884 by Ormond Stone of the University of Virginia, the journal was transferred in 1899 to Harvard University, and in 1911 to Princeton University. Since 1933, the Annals has been edited jointly by Princeton University and the Institute for Advanced Study.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Derwent Innovations Index,,,"Select Derwent Innovations Index from the ""Select a database"" dropdown on the Web of Science platform",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Design and Applied Arts Index (DAAI),,,"This database is the premier source of information for all aspects of design and crafts, from textiles and ceramics to vehicle design, advertising and sustainability. Covers journal articles, exhibition reviews and news items from 1973 to the present.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Design Society Papers,,,(off campus access via login : email ejournals@lib.cam.ac.uk or cued-library@eng.cam.ac.uk),https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DETAIL Inspiration,,,,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,DETHERM,,,One of the world's largest thermophysical databases,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Deutsche Digitale Bibliothek,,,Digital library based on the collections of 2378 German libraries and other cultural institutions,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Deutsche Literatur des 18. Jahrhunderts Online,,,Digitised first editions by more than 600 German-speaking authors of the 18th century,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Development of Environmental Health Policy: Pope A. Lawrence Papers 1924-1983,,,Archives Unbound,https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dialnet,,,"Table of content data and an increasing amount of full-text access to over 4700 Spanish journals and articles, theses and books.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Dialnet. Tesis.,,,"Database of doctoral theses of the University of Extremadura, University of La Rioja, Public University of Navarra.",https://libguides.cam.ac.uk/az/databases
University of Cambridge,U0005,Diaolong Full-Text Database of Chinese and Japanese Ancient Books 雕龍 - 中國日本古籍全文檢索資料庫,,,Only 1 login permitted at any one time.  Please remember to log-out when you have finished your session.,https://libguides.cam.ac.uk/az/databases
